10047461	0	150
10047461	151	278
10047461	279	457
10047461	458	755
10047461	756	886
10047461	887	1060
10047461	1061	1175
10047461	1176	1269
10047461	1270	1378
10047461	1379	1510
10047461	1511	1599
10047461	1600	1860
10047461	1861	2076
10047461	2077	2219
10047461	2220	2349
10047461	2350	2629
10047461	2630	2760
10047461	2761	2889
10095983	0	88
10095983	89	219
10095983	220	325
10095983	326	391
10095983	392	523
10095983	524	708
10095983	709	888
10095983	889	945
10095983	946	1110
10095983	1111	1274
10095983	1275	1354
10095983	1355	1517
10200320	0	155
10200320	156	339
10200320	340	446
10200320	447	545
10200320	546	765
10200320	766	909
10200320	910	1011
10200320	1012	1110
10200320	1111	1473
10200320	1474	1803
10200320	1804	2022
10207608	0	164
10207608	165	265
10207608	266	506
10207608	507	682
10207608	683	812
10207608	813	992
10207608	993	1169
10207608	1170	1290
10225363	0	98
10225363	99	219
10225363	220	298
10225363	299	519
10225363	520	623
10225363	624	791
10225363	792	957
10225363	958	1083
10225363	1084	1289
10328230	0	141
10328230	142	496
10328230	497	595
10328230	596	720
10328230	721	854
10328230	855	1092
10328230	1093	1211
10328230	1212	1385
10328230	1386	1489
10328230	1490	1686
10328230	1687	1820
10340919	0	134
10340919	135	303
10340919	304	398
10340919	399	664
10340919	665	843
10340919	844	1206
10340919	1207	1339
10340919	1340	1515
10340919	1516	1711
10340919	1712	1849
10340919	1850	2007
10340919	2008	2130
10373451	0	108
10373451	109	227
10373451	228	477
10373451	478	667
10373451	668	828
10373451	829	952
10373451	953	1031
10373451	1032	1200
10373451	1201	1294
10373451	1295	1413
10381000	0	126
10381000	127	325
10381000	326	599
10381000	600	833
10381000	834	1022
10381000	1023	1107
10398211	0	99
10398211	100	280
10398211	281	442
10398211	443	522
10398211	523	627
10398211	628	758
10398211	759	946
10398211	947	1051
10398211	1052	1246
10398211	1247	1413
10398211	1414	1517
10401556	0	78
10401556	79	374
10401556	375	377
10401556	378	493
10401556	494	638
10401556	639	641
10401556	642	829
10401556	830	1214
10401556	1215	1217
10401556	1218	1383
10401556	1384	1386
10401556	1387	1592
10401556	1593	1595
10401556	1596	1800
10401556	1801	1803
10401556	1804	1998
10401556	1999	2161
10401556	2162	2232
10403635	0	117
10403635	118	332
10403635	333	541
10403635	542	669
10403635	670	944
10403635	945	1005
10403635	1006	1079
10403635	1080	1161
10403635	1162	1227
10403635	1228	1327
10403635	1328	1392
10403635	1393	1521
10403635	1522	1685
10403635	1686	1792
10403635	1793	1990
10403635	1991	2105
10403635	2106	2182
10406837	0	143
10406837	144	258
10406837	259	438
10406837	439	701
10406837	702	908
10406837	909	1067
10406837	1068	1234
10406837	1235	1393
10406837	1394	1547
10406837	1548	1638
10406837	1639	1759
10406837	1760	1874
10411647	0	154
10411647	155	302
10411647	303	517
10411647	518	674
10411647	675	855
10411647	856	986
10411647	987	1224
10411647	1225	1461
10411647	1462	1580
10411647	1581	1769
10411647	1770	1942
10411647	1943	2056
10411647	2057	2254
10411647	2255	2482
10434156	0	47
10434156	48	168
10434156	169	220
10434156	221	376
10434156	377	467
10443304	0	19
10443304	20	297
10443304	298	417
10443304	418	465
10443304	466	552
10443304	553	622
10443304	623	722
10443304	723	828
10443304	829	932
10443304	933	1002
10443304	1003	1109
10443304	1110	1214
10443304	1215	1424
10443304	1425	1521
10443304	1522	1647
10444166	0	110
10444166	111	303
10444166	304	453
10444166	454	622
10444166	623	822
10444166	823	943
10444166	944	1140
10444166	1141	1222
10444166	1223	1287
10444166	1288	1441
10444166	1442	1590
10446934	0	186
10446934	187	338
10446934	339	503
10446934	504	595
10446934	596	751
10446934	752	935
10446934	936	1087
10446934	1088	1285
10446934	1286	1395
10446934	1396	1546
10446934	1547	1713
10446934	1714	1810
10446934	1811	2028
10446934	2029	2112
10446934	2113	2214
10446934	2215	2401
10446934	2402	2463
10446934	2464	2608
10462128	0	152
10462128	153	378
10462128	379	542
10462128	543	729
10462128	730	909
10462128	910	1166
10462128	1167	1250
10462128	1251	1448
10462128	1449	1634
10462128	1635	1798
10480573	0	139
10480573	140	236
10480573	237	436
10480573	437	601
10480573	602	705
10480573	706	791
10480573	792	905
10480573	906	1125
10480573	1126	1205
10493852	0	84
10493852	85	275
10493852	276	464
10493852	465	644
10493852	645	801
10493852	802	955
10522750	0	150
10522750	151	387
10522750	388	543
10522750	544	747
10522750	748	854
10522750	855	1043
10522750	1044	1102
10522750	1103	1320
10522750	1321	1405
10522750	1406	1560
10522750	1561	1708
10530931	0	113
10530931	114	385
10530931	386	512
10530931	513	644
10530931	645	822
10561751	0	35
10561751	36	237
10561751	238	481
10561751	482	767
10561751	768	890
10561751	891	1032
10583449	0	123
10583449	124	308
10583449	309	579
10583449	580	810
10583449	811	1117
10583449	1118	1244
10583449	1245	1413
10583449	1414	1669
10583449	1670	1903
10583449	1904	2073
10606746	0	86
10606746	87	215
10606746	216	330
10606746	331	479
10606746	480	651
10606746	652	802
10606746	803	933
10606746	934	1020
10606746	1021	1232
10617684	0	114
10617684	115	403
10617684	404	514
10617684	515	717
10617684	718	880
10617684	881	982
10617684	983	1104
10617684	1105	1169
10617684	1170	1226
10617684	1227	1379
10617684	1380	1592
10626810	0	121
10626810	122	264
10626810	265	335
10626810	336	518
10626810	519	651
10626810	652	948
10626810	949	1133
10626810	1134	1203
10626810	1204	1334
10626810	1335	1571
10626810	1572	1760
10626810	1761	1898
10626810	1899	2103
10626836	0	93
10626836	94	532
10626836	533	882
10626836	883	1280
10626836	1281	1387
10626836	1388	1583
10670413	0	139
10670413	140	294
10670413	295	626
10670413	627	882
10670413	883	1039
10670413	1040	1230
10670413	1231	1483
10670413	1484	1655
10682471	0	117
10682471	118	390
10682471	391	640
10682471	641	909
10682471	910	1048
10682471	1049	1298
10682471	1299	1377
10682471	1378	1455
10682471	1456	1588
10682471	1589	1731
10690753	0	96
10690753	97	270
10690753	271	532
10690753	533	858
10690753	859	1086
10690753	1087	1262
10690753	1263	1368
10690753	1369	1545
10693877	0	208
10693877	209	274
10693877	275	644
10693877	645	832
10693877	833	931
10693877	932	1046
10693877	1047	1292
10693877	1293	1447
10693877	1448	1582
10693877	1583	1721
10694244	0	122
10694244	123	482
10694244	483	578
10694244	579	581
10694244	582	820
10694244	821	973
10694244	974	976
10694244	977	1194
10694244	1195	1197
10694244	1198	1338
10694244	1339	1341
10694244	1342	1546
10702256	0	129
10702256	130	301
10702256	302	502
10702256	503	604
10702256	605	703
10702256	704	825
10702256	826	950
10702256	951	1227
10702256	1228	1342
10702256	1343	1504
10702256	1505	1772
10712236	0	72
10712236	73	208
10712236	209	371
10712236	372	503
10712236	504	598
10712236	599	697
10712236	698	943
10712236	944	1042
10712236	1043	1185
10712236	1186	1252
10712236	1253	1483
10712236	1484	1606
10712236	1607	1696
10712236	1697	1932
10727715	0	165
10727715	166	378
10727715	379	474
10727715	475	783
10727715	784	1056
10727715	1057	1443
10727715	1444	1808
10730683	0	63
10730683	64	215
10730683	216	349
10730683	350	487
10730683	488	653
10730683	654	780
10730683	781	983
10730683	984	1113
10730683	1114	1299
10752671	0	78
10752671	79	353
10752671	354	446
10752671	447	631
10752671	632	820
10752671	821	982
10752671	983	1272
10752671	1273	1359
10796631	0	82
10796631	83	242
10796631	243	320
10796631	321	478
10796631	479	591
10796631	592	781
10796631	782	863
10796631	864	926
10796631	927	1022
10796631	1023	1137
10796631	1138	1269
10796631	1270	1392
10796631	1393	1568
10796631	1569	1679
10796631	1680	1729
10796631	1730	1787
10796631	1788	1932
10796631	1933	1991
10796631	1992	2044
10796631	2045	2086
10796631	2087	2116
10796631	2117	2270
10796631	2271	2359
10796631	2360	2507
10796631	2508	2737
10796631	2738	2892
10796631	2893	2981
10826417	0	79
10826417	80	196
10826417	197	316
10826417	317	515
10826417	516	625
10826417	626	852
10826417	853	894
10826417	895	993
10826417	994	1087
10826417	1088	1135
10826417	1136	1271
10826417	1272	1445
10826417	1446	1548
10839989	0	153
10839989	154	297
10839989	298	577
10839989	578	675
10839989	676	818
10839989	819	956
10839989	957	1113
10839989	1114	1340
10839989	1341	1711
10839989	1712	1849
10839989	1850	1997
10847421	0	112
10847421	113	309
10847421	310	487
10847421	488	654
10847421	655	801
10847421	802	901
10847421	902	1094
10847421	1095	1263
10864881	0	189
10864881	190	343
10864881	344	580
10864881	581	768
10864881	769	961
10864881	962	1116
10864881	1117	1237
10864881	1238	1389
10864881	1390	1507
10864881	1508	1620
10864881	1621	1630
10864881	1631	1769
10864881	1770	2005
10891536	0	104
10891536	105	347
10891536	348	612
10891536	613	814
10891536	815	893
10891536	894	1070
10891536	1071	1436
10891536	1437	1592
10891536	1593	2031
10891536	2032	2266
10933803	0	71
10933803	72	197
10933803	198	452
10933803	453	608
10933803	609	711
10933803	712	1127
10933803	1128	1451
10933803	1452	1649
10947967	0	81
10947967	82	337
10947967	338	504
10947967	505	755
10947967	756	956
10947967	957	1186
10947967	1187	1447
10947967	1448	1686
10950934	0	139
10950934	140	286
10950934	287	450
10950934	451	619
10950934	620	744
10950934	745	875
10950934	876	1068
10950934	1069	1215
10950934	1216	1363
10950934	1364	1567
10950934	1568	1737
10950934	1738	1815
10954021	0	191
10954021	192	325
10954021	326	546
10954021	547	744
10954021	745	918
10954021	919	1027
10988273	0	77
10988273	78	266
10988273	267	413
10988273	414	610
10988273	611	914
10988273	915	1161
10988273	1162	1199
10988273	1200	1488
10988273	1489	1740
10988273	1741	2053
10999950	0	130
10999950	131	312
10999950	313	388
10999950	389	476
10999950	477	564
10999950	565	686
10999950	687	836
10999950	837	1001
10999950	1002	1113
10999950	1114	1377
10999950	1378	1477
10999950	1478	1707
10999950	1708	1811
10999950	1812	1991
10999950	1992	2141
11009561	0	146
11009561	147	424
11009561	425	636
11009561	637	826
11009561	827	963
11009561	964	1141
11009561	1142	1304
11009561	1305	1598
11009561	1599	1692
11009561	1693	1863
11031122	0	90
11031122	91	198
11031122	199	351
11031122	352	453
11031122	454	697
11031122	698	785
11031122	786	959
11031122	960	1055
11031122	1056	1218
11031122	1219	1335
11031122	1336	1438
11031122	1439	1794
11034389	0	117
11034389	118	413
11034389	414	555
11034389	556	682
11034389	683	928
11034389	929	1056
11034389	1057	1094
11034389	1095	1345
11034389	1346	1487
11034389	1488	1722
11034583	0	118
11034583	119	232
11034583	233	332
11034583	333	459
11034583	460	678
11034583	679	910
11034583	911	1218
11034583	1219	1430
11034583	1431	1672
11034583	1673	1887
11071707	0	129
11071707	130	330
11071707	331	448
11071707	449	575
11071707	576	813
11071707	814	1032
11071707	1033	1173
11071707	1174	1279
11071707	1280	1520
11071707	1521	1633
11089538	0	218
11089538	219	521
11089538	522	745
11089538	746	990
11089538	991	1054
11089538	1055	1396
11089538	1397	1568
11089538	1569	1746
11089538	1747	1870
11089538	1871	1950
11089538	1951	2150
11089538	2151	2364
11103886	0	188
11103886	189	383
11103886	384	825
11103886	826	1017
11103886	1018	1143
11103886	1144	1415
11103886	1416	1583
11103886	1584	1868
11156594	0	100
11156594	101	197
11156594	198	337
11156594	338	481
11156594	482	642
11156594	643	743
11156594	744	940
11156594	941	943
11156594	944	1133
11156594	1134	1284
11156594	1285	1287
11156594	1288	1561
11156594	1562	1723
11156594	1724	1860
11156594	1861	1863
11156594	1864	2044
11156594	2045	2141
11160515	0	136
11160515	137	357
11160515	358	576
11160515	577	715
11160515	716	841
11160515	842	1234
11160515	1235	1325
11160515	1326	1509
11160515	1510	1669
11160515	1670	1772
11160515	1773	1963
11160515	1964	2113
11160515	2114	2279
11160515	2280	2467
11160515	2468	2715
11166732	0	87
11166732	88	200
11166732	201	293
11166732	294	340
11166732	341	495
11166732	496	619
11166732	620	820
11264758	0	150
11264758	151	229
11264758	230	317
11264758	318	431
11264758	432	562
11264758	563	681
11264758	682	773
11264758	774	844
11264758	845	1028
11264758	1029	1095
11264758	1096	1254
11264758	1255	1462
11264758	1463	1503
11264758	1504	1643
11278845	0	59
11278845	60	171
11278845	172	376
11278845	377	827
11278845	828	967
11278845	968	1142
11278845	1143	1318
11278845	1319	1418
11278845	1419	1594
11287128	0	82
11287128	83	268
11287128	269	530
11287128	531	683
11287128	684	903
11287128	904	1134
11287128	1135	1343
11287128	1344	1457
11287128	1458	1652
11287128	1653	1827
11299519	0	104
11299519	105	269
11299519	270	458
11299519	459	678
11299519	679	843
11319232	0	136
11319232	137	284
11319232	285	530
11319232	531	654
11319232	655	756
11319232	757	897
11319232	898	1011
11319232	1012	1243
11319232	1244	1320
11319232	1321	1407
11319232	1408	1578
11319232	1579	1663
11319232	1664	1836
11330337	0	172
11330337	173	367
11330337	368	607
11330337	608	784
11330337	785	1138
11330337	1139	1267
11330337	1268	1518
11330337	1519	1788
11330337	1789	2110
11330337	2111	2402
11330337	2403	2773
11351021	0	125
11351021	126	251
11351021	252	330
11351021	331	425
11351021	426	505
11351021	506	794
11351021	795	903
11351021	904	1038
11351021	1039	1127
11351021	1128	1418
11351021	1419	1591
11351021	1592	1656
11351021	1657	1753
11401111	0	178
11401111	179	221
11401111	222	556
11401111	557	774
11401111	775	1042
11401111	1043	1149
11401111	1150	1440
11401111	1441	1647
11401111	1648	1880
11401111	1881	2038
11401111	2039	2156
11430635	0	161
11430635	162	325
11430635	326	553
11430635	554	590
11430635	591	741
11430635	742	846
11430635	847	944
11430635	945	1054
11430635	1055	1189
11430635	1190	1306
11430635	1307	1462
11430635	1463	1879
11511086	0	87
11511086	88	307
11511086	308	418
11511086	419	488
11511086	489	615
11511086	616	761
11511086	762	976
11511086	977	1111
11511086	1112	1181
11511086	1182	1255
11511086	1256	1395
11511086	1396	1493
11511086	1494	1631
11511858	0	32
11511858	33	115
11511858	116	237
11511858	238	434
11511858	435	613
11511858	614	756
11511858	757	937
11511858	938	1126
11562773	0	80
11562773	81	200
11562773	201	256
11562773	257	366
11562773	367	490
11562773	491	630
11562773	631	745
11562773	746	845
11562773	846	1051
11562773	1052	1219
11562773	1220	1322
11562773	1323	1389
11562773	1390	1583
11562773	1584	1660
11562773	1661	1838
11585753	0	140
11585753	141	290
11585753	291	463
11585753	464	666
11585753	667	805
11585753	806	1036
11585753	1037	1253
11692072	0	128
11692072	129	454
11692072	455	641
11692072	642	754
11692072	755	960
11692072	961	1088
11716850	0	167
11716850	168	335
11716850	336	406
11716850	407	642
11716850	643	948
11716850	949	1088
11716850	1089	1399
11716850	1400	1636
11716850	1637	1877
11730729	0	128
11730729	129	339
11730729	340	490
11730729	491	752
11730729	753	912
11730729	913	1086
11730729	1087	1246
11730729	1247	1410
11730729	1411	1646
11730729	1647	1814
11732752	0	91
11732752	92	323
11732752	324	458
11732752	459	845
11732752	846	952
11732752	953	1070
11732752	1071	1233
11732752	1234	1455
11732752	1456	1560
11732752	1561	1759
11792932	0	42
11792932	43	219
11792932	220	406
11792932	407	586
11792932	587	707
11792932	708	866
11792932	867	1063
11792932	1064	1198
11792932	1199	1573
11792932	1574	1728
11792932	1729	1849
11792932	1850	2174
11792932	2175	2253
11792932	2254	2373
11792932	2374	2540
11792932	2541	2668
11792932	2669	2788
11792932	2789	2879
11792932	2880	3124
11861820	0	133
11861820	134	363
11861820	364	595
11861820	596	802
11861820	803	910
11861820	911	1178
11861820	1179	1349
11861820	1350	1495
11861820	1496	1623
11861820	1624	1833
11906441	0	58
11906441	59	306
11906441	307	535
11906441	536	672
11906441	673	1132
11906441	1133	1333
11906441	1334	1564
11906441	1565	1683
11906441	1684	1744
11906441	1745	1909
11906441	1910	2315
11906441	2316	2450
11906441	2451	2689
11906441	2690	2840
11906441	2841	3063
11906441	3064	3267
11936838	0	137
11936838	138	254
11936838	255	491
11936838	492	577
11936838	578	692
11936838	693	905
11936838	906	1045
11936838	1046	1123
11936838	1124	1413
11936838	1414	1590
