10047461	0	T15	T61
10047461	0	T15	T63
10047461	0	T16	T61
10047461	0	T16	T62
10047461	0	T16	T63
10047461	1	T1	T50
10047461	1	T14	T50
10047461	2	T10	T46
10047461	3	T11	T47
10047461	3	T11	T48
10047461	3	T11	T49
10047461	5	T13	T54
10047461	5	T13	T55
10047461	5	T13	T56
10047461	5	T13	T57
10047461	11	T2	T30
10047461	11	T2	T31
10047461	11	T2	T32
10047461	11	T2	T33
10047461	11	T2	T34
10047461	11	T3	T30
10047461	11	T3	T31
10047461	11	T3	T32
10047461	11	T3	T33
10047461	15	T6	T38
10047461	15	T6	T39
10047461	15	T6	T40
10047461	15	T6	T41
10047461	15	T7	T37
10047461	15	T7	T38
10047461	15	T7	T39
10047461	15	T7	T40
10047461	15	T7	T41
10047461	17	T8	T45
10095983	7	T7	T10
10095983	9	T1	T8
10095983	9	T2	T8
10095983	11	T5	T9
10095983	11	T6	T9
10200320	0	T17	T36
10200320	0	T18	T36
10200320	4	T9	T31
10200320	4	T9	T32
10200320	5	T10	T33
10200320	5	T11	T33
10200320	7	T15	T34
10200320	7	T15	T35
10200320	8	T1	T20
10200320	8	T1	T21
10200320	8	T1	T22
10200320	8	T1	T23
10200320	8	T1	T24
10200320	8	T1	T25
10200320	8	T2	T20
10200320	8	T2	T21
10200320	8	T2	T22
10200320	8	T2	T23
10200320	8	T2	T24
10200320	8	T2	T25
10200320	8	T3	T20
10200320	8	T3	T21
10200320	8	T3	T22
10200320	8	T3	T23
10200320	8	T3	T24
10200320	8	T3	T25
10200320	8	T16	T20
10200320	8	T16	T21
10200320	8	T16	T22
10200320	8	T16	T23
10200320	8	T16	T24
10200320	8	T16	T25
10200320	9	T4	T26
10200320	9	T4	T27
10200320	9	T4	T28
10200320	9	T4	T29
10200320	9	T5	T26
10200320	9	T5	T27
10200320	9	T5	T28
10200320	9	T5	T29
10207608	0	T14	T29
10207608	0	T14	T30
10207608	0	T14	T31
10207608	0	T15	T29
10207608	0	T15	T30
10207608	0	T15	T31
10207608	2	T1	T18
10207608	2	T1	T20
10207608	2	T1	T21
10207608	2	T2	T18
10207608	2	T2	T20
10207608	2	T2	T21
10207608	2	T3	T18
10207608	2	T3	T20
10207608	2	T3	T21
10207608	2	T4	T18
10207608	2	T4	T20
10207608	2	T4	T21
10207608	3	T5	T22
10207608	3	T6	T22
10207608	3	T7	T22
10207608	4	T8	T23
10207608	4	T9	T23
10207608	5	T10	T24
10207608	5	T10	T25
10207608	5	T11	T24
10207608	5	T11	T25
10207608	6	T12	T27
10207608	6	T12	T28
10207608	6	T13	T27
10207608	6	T13	T28
10225363	3	T1	T18
10225363	3	T1	T19
10225363	3	T2	T18
10225363	3	T2	T19
10225363	4	T3	T20
10225363	4	T4	T20
10225363	5	T5	T21
10225363	5	T6	T21
10225363	5	T7	T21
10225363	6	T9	T22
10225363	6	T10	T22
10225363	6	T11	T22
10225363	7	T12	T23
10225363	7	T12	T24
10225363	7	T13	T23
10225363	7	T13	T24
10328230	0	T15	T24
10328230	0	T15	T25
10328230	0	T16	T24
10328230	0	T16	T25
10328230	1	T1	T20
10328230	1	T1	T21
10328230	1	T4	T17
10328230	1	T4	T20
10328230	1	T4	T21
10328230	1	T13	T17
10328230	1	T13	T20
10328230	1	T13	T21
10328230	1	T14	T17
10328230	1	T14	T20
10328230	1	T14	T21
10328230	3	T9	T22
10328230	4	T10	T23
10328230	9	T5	T19
10328230	9	T6	T19
10340919	1	T24	T31
10340919	1	T24	T32
10340919	1	T24	T37
10340919	1	T24	T38
10340919	2	T12	T35
10340919	2	T13	T35
10340919	3	T14	T36
10340919	3	T15	T36
10340919	3	T16	T36
10340919	3	T17	T36
10340919	3	T18	T36
10340919	3	T19	T36
10340919	10	T11	T33
10373451	0	T20	T36
10373451	0	T20	T37
10373451	0	T21	T36
10373451	0	T21	T37
10373451	2	T1	T26
10373451	2	T1	T28
10373451	2	T2	T26
10373451	2	T2	T28
10373451	2	T3	T28
10373451	2	T4	T26
10373451	2	T4	T28
10373451	2	T5	T26
10373451	2	T5	T28
10373451	3	T6	T29
10373451	3	T7	T29
10373451	3	T8	T29
10373451	3	T9	T29
10373451	4	T10	T31
10373451	4	T11	T31
10373451	4	T12	T31
10373451	6	T17	T32
10373451	6	T17	T34
10373451	6	T18	T32
10373451	6	T18	T33
10373451	6	T19	T32
10373451	6	T19	T33
10381000	2	T3	T9
10381000	2	T4	T8
10381000	2	T4	T9
10381000	4	T5	T12
10381000	4	T5	T13
10381000	4	T5	T14
10381000	4	T6	T12
10381000	4	T6	T13
10381000	4	T6	T14
10398211	0	T15	T25
10398211	1	T6	T23
10398211	1	T9	T21
10398211	1	T12	T21
10398211	1	T12	T23
10398211	8	T1	T16
10398211	8	T1	T24
10398211	8	T2	T16
10398211	8	T2	T24
10398211	8	T13	T16
10398211	9	T3	T18
10401556	1	T22	T34
10401556	1	T22	T36
10401556	1	T22	T37
10401556	4	T16	T38
10401556	4	T16	T39
10401556	6	T17	T40
10401556	6	T17	T41
10401556	6	T18	T40
10401556	6	T18	T41
10401556	6	T19	T40
10401556	6	T19	T41
10401556	7	T1	T25
10401556	7	T1	T26
10401556	7	T1	T42
10401556	7	T1	T43
10401556	7	T1	T44
10401556	7	T20	T25
10401556	7	T20	T26
10401556	7	T20	T42
10401556	7	T20	T43
10401556	7	T20	T44
10401556	7	T21	T25
10401556	7	T21	T26
10401556	7	T21	T42
10401556	7	T21	T43
10401556	7	T21	T44
10401556	7	T23	T25
10401556	7	T23	T26
10401556	7	T23	T42
10401556	7	T23	T43
10401556	7	T23	T44
10401556	7	T24	T25
10401556	7	T24	T26
10401556	7	T24	T42
10401556	7	T24	T43
10401556	7	T24	T44
10401556	11	T5	T27
10401556	11	T6	T27
10401556	13	T7	T28
10401556	13	T7	T29
10401556	13	T8	T28
10401556	13	T8	T29
10401556	15	T9	T30
10401556	15	T9	T31
10403635	0	T35	T54
10403635	0	T36	T54
10403635	0	T37	T54
10403635	0	T38	T54
10403635	1	T16	T40
10403635	1	T16	T42
10403635	1	T20	T40
10403635	1	T20	T42
10403635	2	T21	T49
10403635	2	T21	T50
10403635	2	T22	T49
10403635	2	T22	T50
10403635	2	T23	T49
10403635	2	T23	T50
10403635	2	T24	T50
10403635	2	T25	T49
10403635	2	T25	T50
10403635	4	T27	T51
10403635	4	T28	T51
10403635	4	T29	T51
10403635	4	T30	T51
10403635	4	T31	T51
10403635	5	T32	T52
10403635	6	T33	T53
10403635	7	T34	T39
10403635	11	T8	T41
10403635	11	T8	T43
10403635	11	T9	T41
10403635	11	T9	T43
10403635	12	T10	T44
10403635	12	T10	T45
10403635	12	T11	T44
10403635	12	T11	T45
10403635	13	T12	T46
10403635	13	T13	T46
10403635	14	T14	T47
10403635	15	T15	T48
10403635	15	T17	T48
10406837	0	T13	T24
10406837	0	T14	T24
10406837	3	T10	T19
10406837	3	T10	T20
10406837	4	T11	T21
10406837	4	T12	T21
10406837	6	T2	T23
10406837	7	T3	T15
10406837	8	T4	T16
10406837	8	T5	T16
10406837	9	T6	T17
10406837	10	T7	T18
10406837	10	T8	T18
10411647	0	T22	T29
10411647	1	T14	T28
10411647	4	T15	T26
10411647	4	T16	T26
10411647	5	T17	T27
10411647	5	T18	T27
10411647	10	T5	T23
10411647	10	T6	T23
10411647	10	T7	T23
10411647	13	T10	T24
10411647	13	T12	T24
10443304	4	T5	T9
10444166	4	T7	T15
10444166	4	T8	T15
10444166	4	T8	T16
10444166	5	T10	T17
10444166	6	T11	T18
10444166	6	T11	T19
10444166	6	T12	T18
10444166	6	T12	T19
10446934	0	T28	T49
10446934	0	T28	T50
10446934	0	T28	T51
10446934	2	T17	T43
10446934	2	T17	T44
10446934	3	T20	T45
10446934	3	T21	T45
10446934	3	T21	T46
10446934	3	T22	T45
10446934	3	T22	T46
10446934	12	T8	T30
10446934	12	T8	T31
10446934	12	T8	T32
10446934	12	T8	T33
10446934	12	T9	T30
10446934	12	T9	T31
10446934	12	T9	T32
10446934	12	T9	T33
10446934	13	T11	T34
10446934	13	T12	T34
10446934	14	T13	T36
10446934	14	T14	T35
10446934	15	T15	T37
10446934	15	T15	T38
10446934	15	T16	T37
10446934	15	T16	T38
10446934	17	T18	T39
10446934	17	T18	T42
10446934	17	T19	T39
10446934	17	T19	T41
10462128	0	T28	T37
10462128	0	T29	T37
10462128	0	T30	T37
10462128	2	T14	T35
10462128	5	T23	T36
10462128	5	T24	T36
10462128	5	T25	T36
10462128	5	T26	T36
10462128	5	T27	T36
10462128	7	T3	T31
10462128	7	T3	T32
10462128	7	T4	T31
10462128	7	T4	T32
10462128	7	T5	T31
10462128	7	T5	T32
10462128	7	T6	T31
10462128	7	T6	T32
10462128	7	T7	T31
10462128	7	T7	T32
10462128	8	T8	T33
10462128	8	T8	T34
10462128	8	T9	T33
10462128	8	T9	T34
10462128	8	T10	T33
10462128	8	T10	T34
10480573	0	T7	T14
10480573	0	T8	T14
10480573	7	T6	T10
10480573	7	T6	T11
10480573	7	T6	T12
10480573	8	T2	T9
10480573	8	T2	T13
10493852	0	T3	T14
10493852	0	T3	T15
10493852	2	T1	T4
10493852	2	T1	T5
10493852	2	T2	T4
10493852	2	T2	T5
10522750	0	T23	T39
10522750	2	T5	T30
10522750	2	T5	T31
10522750	2	T6	T30
10522750	2	T6	T31
10522750	2	T7	T30
10522750	2	T7	T31
10522750	2	T8	T30
10522750	2	T8	T31
10522750	2	T9	T30
10522750	3	T10	T32
10522750	3	T10	T33
10522750	3	T11	T32
10522750	3	T11	T33
10522750	3	T12	T32
10522750	3	T12	T33
10522750	3	T13	T32
10522750	3	T13	T33
10522750	4	T14	T34
10522750	4	T14	T36
10522750	4	T15	T34
10522750	4	T15	T36
10522750	4	T16	T34
10522750	5	T17	T37
10522750	5	T19	T37
10522750	5	T20	T37
10522750	8	T1	T26
10522750	9	T4	T27
10530931	0	T4	T11
10530931	0	T5	T11
10530931	1	T1	T6
10530931	1	T3	T6
10530931	4	T2	T10
10561751	1	T2	T12
10561751	2	T3	T14
10561751	3	T4	T16
10561751	3	T4	T17
10561751	3	T4	T18
10561751	3	T4	T19
10561751	3	T4	T20
10561751	3	T5	T15
10561751	3	T5	T16
10561751	3	T5	T18
10561751	3	T5	T19
10561751	3	T5	T20
10561751	3	T6	T15
10561751	3	T6	T16
10561751	3	T6	T18
10561751	3	T6	T19
10561751	3	T6	T20
10561751	3	T7	T15
10561751	3	T7	T16
10561751	3	T7	T17
10561751	3	T7	T18
10561751	3	T7	T20
10561751	4	T8	T22
10561751	4	T9	T22
10583449	1	T1	T17
10583449	1	T3	T17
10583449	1	T3	T18
10583449	1	T8	T17
10583449	1	T8	T18
10583449	2	T10	T19
10583449	2	T10	T21
10583449	2	T11	T19
10583449	2	T11	T20
10583449	2	T11	T21
10583449	2	T12	T19
10583449	2	T12	T20
10583449	2	T12	T21
10606746	0	T18	T25
10606746	4	T3	T21
10606746	4	T3	T23
10606746	4	T4	T21
10606746	4	T4	T22
10606746	4	T4	T23
10606746	4	T5	T21
10606746	4	T5	T22
10606746	4	T6	T21
10606746	4	T6	T22
10606746	4	T6	T23
10606746	4	T7	T21
10606746	4	T7	T22
10606746	4	T7	T23
10617684	0	T20	T31
10617684	0	T21	T31
10617684	1	T1	T24
10617684	1	T1	T27
10617684	1	T4	T24
10617684	1	T8	T24
10617684	1	T8	T27
10617684	1	T9	T24
10617684	1	T9	T27
10617684	1	T12	T24
10617684	1	T12	T27
10617684	3	T13	T25
10617684	3	T14	T25
10617684	3	T15	T25
10617684	3	T16	T25
10617684	3	T17	T25
10617684	4	T18	T26
10617684	5	T19	T28
10617684	7	T2	T30
10617684	7	T3	T30
10617684	9	T5	T23
10617684	9	T6	T23
10626810	3	T22	T33
10626810	3	T22	T34
10626810	5	T23	T37
10626810	5	T23	T38
10626810	5	T23	T39
10626810	5	T23	T40
10626810	5	T24	T37
10626810	5	T24	T38
10626810	5	T24	T39
10626810	5	T24	T40
10626810	5	T25	T37
10626810	5	T25	T38
10626810	5	T25	T39
10626810	5	T25	T40
10626810	5	T26	T37
10626810	5	T26	T38
10626810	5	T26	T39
10626810	5	T26	T40
10626810	5	T27	T37
10626810	5	T27	T38
10626810	5	T27	T39
10626810	5	T27	T40
10626836	0	T15	T31
10626836	0	T15	T32
10626836	0	T16	T32
10626836	1	T3	T23
10626836	1	T3	T24
10626836	1	T3	T25
10626836	1	T3	T27
10626836	1	T8	T23
10626836	1	T8	T24
10626836	1	T8	T25
10626836	1	T8	T27
10626836	1	T9	T23
10626836	1	T9	T24
10626836	1	T9	T25
10626836	1	T9	T27
10626836	1	T10	T23
10626836	1	T10	T25
10626836	1	T10	T27
10626836	1	T11	T23
10626836	1	T11	T24
10626836	1	T11	T27
10626836	2	T12	T28
10626836	2	T13	T26
10626836	2	T13	T28
10626836	3	T1	T18
10626836	3	T1	T29
10626836	3	T1	T30
10626836	3	T2	T17
10626836	3	T2	T18
10626836	3	T2	T29
10626836	3	T2	T30
10626836	3	T14	T17
10626836	3	T14	T18
10626836	3	T14	T29
10626836	3	T14	T30
10626836	4	T4	T19
10626836	5	T5	T20
10626836	5	T5	T21
10626836	5	T5	T22
10626836	5	T6	T21
10626836	5	T6	T22
10626836	5	T7	T20
10626836	5	T7	T21
10626836	5	T7	T22
10670413	0	T37	T54
10670413	0	T37	T55
10670413	0	T38	T55
10670413	1	T1	T47
10670413	1	T30	T47
10670413	1	T35	T47
10670413	2	T11	T48
10670413	2	T11	T49
10670413	2	T11	T50
10670413	2	T12	T48
10670413	2	T12	T49
10670413	2	T12	T50
10670413	2	T13	T48
10670413	2	T13	T49
10670413	2	T13	T50
10670413	2	T14	T48
10670413	2	T14	T49
10670413	2	T14	T50
10670413	2	T15	T48
10670413	2	T15	T49
10670413	2	T15	T50
10670413	2	T16	T48
10670413	2	T16	T49
10670413	2	T16	T50
10670413	2	T17	T48
10670413	2	T17	T49
10670413	2	T18	T48
10670413	2	T18	T49
10670413	2	T18	T50
10670413	2	T19	T48
10670413	2	T19	T49
10670413	2	T19	T50
10670413	2	T20	T48
10670413	2	T20	T49
10670413	2	T20	T50
10670413	2	T21	T48
10670413	2	T21	T49
10670413	2	T21	T50
10670413	2	T22	T48
10670413	2	T22	T49
10670413	2	T22	T50
10670413	3	T24	T51
10670413	3	T24	T52
10670413	3	T24	T53
10670413	3	T25	T51
10670413	3	T25	T52
10670413	3	T25	T53
10670413	3	T26	T51
10670413	3	T26	T52
10670413	3	T26	T53
10670413	3	T27	T51
10670413	3	T27	T52
10670413	3	T27	T53
10670413	3	T28	T51
10670413	3	T28	T52
10670413	3	T28	T53
10670413	3	T29	T51
10670413	3	T29	T53
10670413	5	T33	T39
10670413	5	T34	T39
10670413	5	T36	T39
10670413	6	T3	T40
10670413	6	T3	T41
10670413	6	T3	T42
10670413	6	T3	T43
10670413	6	T3	T44
10670413	6	T4	T40
10670413	6	T4	T41
10670413	6	T4	T42
10670413	6	T4	T43
10670413	6	T4	T44
10670413	6	T5	T40
10670413	6	T5	T41
10670413	6	T5	T42
10670413	6	T5	T43
10670413	6	T5	T44
10670413	6	T6	T40
10670413	6	T6	T41
10670413	6	T6	T42
10670413	6	T6	T43
10670413	6	T6	T44
10670413	6	T7	T40
10670413	6	T7	T41
10670413	6	T7	T42
10670413	6	T7	T43
10670413	6	T7	T44
10670413	6	T8	T40
10670413	6	T8	T41
10670413	6	T8	T42
10670413	6	T8	T43
10670413	6	T8	T44
10670413	7	T9	T45
10670413	7	T9	T46
10670413	7	T10	T45
10670413	7	T10	T46
10682471	0	T9	T25
10682471	1	T4	T19
10682471	1	T4	T22
10682471	1	T4	T23
10682471	1	T5	T19
10682471	1	T5	T22
10682471	1	T5	T23
10682471	1	T6	T22
10682471	1	T6	T23
10682471	2	T7	T17
10682471	2	T7	T18
10682471	5	T1	T24
10682471	5	T2	T24
10682471	8	T3	T14
10690753	0	T18	T37
10690753	0	T18	T38
10690753	0	T19	T38
10690753	1	T7	T29
10690753	1	T8	T26
10690753	1	T8	T29
10690753	1	T11	T26
10690753	1	T16	T26
10690753	2	T9	T28
10690753	2	T9	T30
10690753	2	T9	T31
10690753	2	T10	T27
10690753	2	T10	T28
10690753	2	T10	T30
10690753	2	T10	T31
10690753	2	T12	T27
10690753	2	T12	T30
10690753	2	T12	T31
10690753	3	T13	T32
10690753	3	T13	T33
10690753	3	T13	T34
10690753	3	T13	T35
10690753	3	T14	T32
10690753	3	T14	T33
10690753	3	T14	T34
10690753	3	T14	T35
10690753	3	T15	T32
10690753	3	T15	T33
10690753	3	T15	T34
10690753	3	T15	T35
10690753	5	T1	T20
10690753	5	T1	T21
