10064839	0	143
10064839	144	270
10064839	271	478
10064839	479	668
10064839	669	833
10064839	834	1049
10064839	1050	1251
10064839	1252	1388
10064839	1389	1569
10064839	1570	1738
10064839	1739	1894
10064839	1895	2180
10064839	2181	2336
10082498	0	113
10082498	114	343
10082498	344	558
10082498	559	687
10082498	688	957
10082498	958	1106
10082498	1107	1150
10082498	1151	1297
10082498	1298	1452
10082498	1453	1682
10193663	0	144
10193663	145	403
10193663	404	555
10193663	556	817
10193663	818	1074
10193663	1075	1220
10193663	1221	1503
10193663	1504	1732
10193665	0	72
10193665	73	387
10193665	388	671
10193665	672	785
10193665	786	902
10226872	0	160
10226872	161	419
10226872	420	624
10226872	625	1203
10226872	1204	1291
10226872	1292	1576
10226872	1577	1733
10226872	1734	1963
10226872	1964	2176
10226872	2177	2225
10226872	2226	2421
10226872	2422	2511
10362188	0	199
10362188	200	415
10362188	416	489
10362188	490	665
10362188	666	823
10362188	824	930
10362188	931	1110
10362188	1111	1286
10362188	1287	1417
10362188	1418	1687
10362188	1688	1858
10362188	1859	1969
10373224	0	97
10373224	98	351
10373224	352	449
10373224	450	585
10373224	586	750
10373224	751	875
10373224	876	1025
10373224	1026	1150
10373224	1151	1253
10373224	1254	1426
10373224	1427	1594
10373224	1595	1826
10373224	1827	1944
10373224	1945	2093
10381787	0	118
10381787	119	275
10381787	276	444
10381787	445	622
10381787	623	884
10381787	885	1028
10381787	1029	1245
10381787	1246	1458
10381787	1459	1797
10432475	0	263
10432475	264	575
10432475	576	747
10432475	748	858
10432475	859	1055
10432475	1056	1306
10432475	1307	1515
10432475	1516	1743
10432475	1744	1984
10432475	1985	2124
10439935	0	55
10439935	56	161
10439935	162	423
10439935	424	523
10439935	524	771
10439935	772	1009
10439935	1010	1176
10439935	1177	1357
10439935	1358	1581
10439935	1582	1660
10439935	1661	1859
10439935	1860	2075
10460702	0	115
10460702	116	281
10460702	282	445
10460702	446	609
10460702	610	726
10460702	727	901
10460702	902	976
10460702	977	1256
10460702	1257	1455
10460702	1456	1574
10460702	1575	1698
10531013	0	44
10531013	45	161
10531013	162	288
10531013	289	371
10531013	372	481
10531013	482	685
10531013	686	841
10531013	842	931
10531013	932	1133
10531013	1134	1316
10546982	0	76
10546982	77	272
10546982	273	422
10546982	423	588
10546982	589	664
