10064839	0	T49,T50,T51,T56
10064839	1	T1,T17,T34
10064839	2	T15,T23,T24,T25,T26
10064839	3	T27,T28,T29,T30,T31,T32,T33
10064839	4	T35,T36,T37,T38,T39
10064839	5	T40,T41,T42,T43,T44,T45,T54
10064839	6	T46,T47,T48,T52,T55
10064839	7	T2,T3,T4,T5
10064839	8	T6,T7
10064839	9	T8,T9,T10
10064839	10	T11,T12,T13,T14,T16
10064839	11	T18,T19,T20,T21,T53
10064839	12	T22
10082498	0	T21,T33,T34
10082498	1	T8,T14,T28
10082498	2	T9,T25
10082498	3	T10,T11,T12
10082498	4	T13,T15,T16,T17,T26,T27,T29,T30,T31
10082498	5	T18,T19,T20,T32
10082498	7	T1
10082498	8	T2,T3,T22,T23
10082498	9	T4,T5,T6,T7,T24
10193663	0	T17,T18,T19,T33,T34,T35
10193663	1	T3,T5,T8,T21,T25
10193663	2	T6,T7,T9,T10,T11,T26,T27,T28
10193663	3	T12,T13,T29,T30
10193663	4	T14,T15,T16,T31,T32
10193663	5	T20
10193663	6	T1,T2,T4
10193663	7	T22,T23,T24
10193665	0	T24,T25,T30
10193665	1	T1,T2,T3,T4,T5,T6,T7,T8,T26
10193665	2	T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T27,T28
10193665	3	T20,T21,T22,T29
10193665	4	T23
10226872	0	T17,T18,T31
10226872	1	T10,T15,T20,T27
10226872	2	T11,T12,T26
10226872	3	T13,T14,T16,T28,T29,T30
10226872	4	T19
10226872	5	T1,T2,T3
10226872	7	T4,T5,T21,T22
10226872	8	T6,T23
10226872	9	T7
10226872	10	T24,T25
10226872	11	T8,T9
10362188	0	T13,T14,T23,T24,T25
10362188	1	T12,T15,T17,T22
10362188	2	T18
10362188	3	T7,T19,T20
10362188	4	T8,T9,T21
10362188	6	T10,T11
10362188	7	T1
10362188	8	T2
10362188	9	T3,T4
10362188	10	T5,T16
10362188	11	T6
10373224	0	T35
10373224	1	T1,T3,T8,T9,T14,T24,T31
10373224	4	T15,T16,T17,T32,T33
10373224	5	T18,T19,T20,T21,T34
10373224	6	T22
10373224	7	T23,T25,T26
10373224	9	T2,T4,T27
10373224	10	T5,T28
10373224	11	T6,T7,T10,T29
10373224	12	T11
10373224	13	T12,T13,T30
10381787	0	T11,T21,T22
10381787	1	T7,T12
10381787	2	T5,T17,T18
10381787	3	T6
10381787	4	T8,T19
10381787	5	T9,T20
10381787	6	T1,T10
10381787	7	T2,T13,T14
10381787	8	T3,T4,T15,T16
10432475	0	T41,T42,T43,T44,T45,T46,T61,T62
10432475	1	T1,T21,T22,T24,T25,T26,T48,T54,T56,T58
